year,month,day,length,title,file,Topic,Count,topic_1,topic_2,topic_3,topic_4,Topic_Label,length_type_v1,date
2023,11,10,657,Which of Gaza’s hospitals is Israel threatening?,2023-11-10_2428.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,657,"Israel strikes Gaza’s biggest hospital complex, health officials say",2023-11-10_2446.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,657,Tens of thousands flee on foot as UN says north of Gaza is ‘hell on earth’,2023-11-10_2418.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,657,At least 25 people killed in Israeli attacks on Gaza City school,2023-11-10_2419.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,657,Israeli bombardments damage more than half of Gaza’s housing units,2023-11-10_2433.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2022,9,15,658,Israeli forces kill Palestinian teenager in occupied West Bank,2022-09-15_3946.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2022-09-01
2023,11,23,659,What are the details of the truce between Israel and Hamas?,2023-11-23_2132.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,23,659,"Uncertainty, hope for Palestinian, Israeli families before Gaza truce",2023-11-23_2134.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,23,659,"Israel-Hamas truce, captive release to begin on Friday, Qatar says",2023-11-23_2137.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,23,659,Israel-Hamas deal: What makes a truce lead to lasting peace?,2023-11-23_2140.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,23,659,"Israel says truce, captives release will not start ‘before Friday’",2023-11-23_2151.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,23,659,"Middle East Roundup: Nervous anticipation for truce, exchange of captives",2023-11-23_2139.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,23,659,‘Can regain our soul’: Relief and fear in Gaza ahead of Israel truce,2023-11-23_2152.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,23,659,"Israeli army arrests al-Shifa Hospital director, other doctors in Gaza",2023-11-23_2148.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,23,659,Hamas says 30 killed in Israeli attack on UN school ahead of Gaza truce,2023-11-23_2131.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,23,659,Israel steps up attacks on Gaza before truce,2023-11-23_2150.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,12,21,659,UN calls for probe as Israeli army accused of killing unarmed Palestinians,2023-12-21_1663.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-12-01
2023,12,21,659,"No functional hospital left in northern Gaza, WHO says",2023-12-21_1658.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-12-01
2023,12,21,659,Israel continues deadly attacks on Gaza amid hopes for another truce,2023-12-21_1669.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2024,2,26,659,Hind Rajab: Were Israeli troops around where the six-year-old was killed?,2024-02-26_940.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2024-02-01
2024,2,13,659,France sanctions 28 Israeli settlers over West Bank violence,2024-02-13_1098.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2024-02-01
2024,2,13,659,No breakthrough in Gaza war truce talks as Rafah braces for Israeli assault,2024-02-13_1094.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-02-01
2024,2,13,659,‘We lost hope. We lost everything’: Gaza City residents struggle to cope,2024-02-13_1100.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2024-02-01
2024,2,13,659,‘Unbelievable fear’: Hundreds flee Gaza’s Rafah amid Israeli attacks,2024-02-13_1101.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2024-02-01
2023,10,19,660,Several Palestinians killed by Israeli forces in the occupied West Bank,2023-10-19_2994.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,19,660,Israel’s war on Gaza: Is the West Bank under increased attack too?,2023-10-19_2996.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,19,660,"Analysis: Will Israel attack Gaza on the ground and if so, when and how?",2023-10-19_2989.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,19,660,"Palestinian teacher determined to stay in Gaza, whatever the cost",2023-10-19_2986.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,19,660,My struggle as a ‘displaced’ Gaza mother as Israel bombs my people,2023-10-19_2992.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,19,660,"A romance, a birthplace: Destroyed memories of Gaza’s bombed Ahli Hospital",2023-10-19_3009.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,19,660,Gaza’s only cancer hospital could shut down amid Israel’s war and siege,2023-10-19_3016.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,19,660,Khan Younis homes in southern Gaza levelled by deadly Israeli bombardment,2023-10-19_3007.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2024,2,2,660,"‘Love of my life’: Shot dead, waiting for her husband in the West Bank",2024-02-02_1200.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2024-02-01
2024,2,2,660,"Israel plans ground attack on Rafah, ‘last refuge’ for Gaza’s displaced",2024-02-02_1194.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2024-02-01
2024,4,13,661,Palestinian man killed in Israeli settler raids in occupied West Bank,2024-04-13_49.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2024-04-01
2024,2,1,661,The assassinations at Jenin hospital should not surprise anyone,2024-02-01_1210.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2024-02-01
2024,2,1,661,‘Dining table amputation’: How an Israeli bomb took Ahed Bseiso’s leg,2024-02-01_1214.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2024-02-01
2023,10,19,661,Several Palestinians killed by Israeli forces in the occupied West Bank,2023-10-19_2994.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,19,661,Israel’s war on Gaza: Is the West Bank under increased attack too?,2023-10-19_2996.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,19,661,"Analysis: Will Israel attack Gaza on the ground and if so, when and how?",2023-10-19_2989.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,19,661,"Palestinian teacher determined to stay in Gaza, whatever the cost",2023-10-19_2986.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,19,661,My struggle as a ‘displaced’ Gaza mother as Israel bombs my people,2023-10-19_2992.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,19,661,"A romance, a birthplace: Destroyed memories of Gaza’s bombed Ahli Hospital",2023-10-19_3009.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,19,661,Gaza’s only cancer hospital could shut down amid Israel’s war and siege,2023-10-19_3016.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,19,661,Khan Younis homes in southern Gaza levelled by deadly Israeli bombardment,2023-10-19_3007.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,26,661,Al Jazeera Gaza reporter’s family grieves relatives in Israeli attack,2023-10-26_2830.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,26,661,"Middle East Roundup: In Gaza, mourning is a luxury",2023-10-26_2833.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2024,1,7,661,"At least nine Palestinians, two Israelis killed in West Bank violence",2024-01-07_1479.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2024-01-01
2024,1,7,661,‘Victory photo’: Will Beirut killings help embattled Netanyahu politically?,2024-01-07_1478.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-01-01
2024,4,1,661,Tens of thousands of Israelis rally against PM Netanyahu in Jerusalem,2024-04-01_195.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-04-01
2024,4,1,661,"As those fleeing al-Shifa get to south Gaza, they recount Israeli torture",2024-04-01_190.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2024-04-01
2024,4,1,661,Israel’s destruction of Gaza’s al-Shifa Hospital,2024-04-01_192.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2024-04-01
2024,4,1,661,‘No life here’: Israel’s army withdraws from Gaza’s al-Shifa Hospital,2024-04-01_193.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2024-04-01
2023,11,18,661,"Families of Israeli captives arrive in Jerusalem, rally at PM’s office",2023-11-18_2239.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,18,661,"Letter to my baby: In Gaza, I’m sorry I dreamt of a better future",2023-11-18_2251.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,18,661,Wounded Palestinian children evacuated from Gaza to UAE,2023-11-18_2241.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,18,661,"Panic as Gaza’s al-Shifa evacuates, Israel army denies ordering it to do so",2023-11-18_2252.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,18,661,No end to Palestinian suffering with no end to Israel’s war on Gaza,2023-11-18_2238.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,18,661,Israeli air strikes kill 28 Palestinians in southern Gaza,2023-11-18_2248.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,10,12,662,Palestinian killed in alleged clash with Israeli police in East Jerusalem,2023-10-12_3179.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,12,662,"Palestinian man, son attending funeral procession in West Bank shot dead",2023-10-12_3184.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,12,662,The impossibility of a stolen moment as Israeli bombs rain on Gaza,2023-10-12_3182.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,12,662,Wife of Scotland’s leader says her parents trapped in Gaza are ‘terrified’,2023-10-12_3188.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,12,662,"‘This is different’: At a West Bank cafe, Israel’s assault edges closer",2023-10-12_3206.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,12,662,"Gaza medics say Israel targeting ambulances, health facilities",2023-10-12_3196.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,12,662,At least 45 Palestinians killed in Israeli strike on Gaza refugee camp,2023-10-12_3175.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,11,16,662,The Occupied West Bank: The Other Front,2023-11-16_2282.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,16,662,Israeli forces kill three Palestinians after alleged West Bank attack,2023-11-16_2285.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,16,662,Are Israel and Hamas nearing a ‘hostage’ deal? What to know,2023-11-16_2288.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,16,662,Biden to Netanyahu: ‘Occupying’ Gaza would be a ‘big mistake’,2023-11-16_2303.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,16,662,"Escape from al-Shifa: How a Gaza medic dodged Israeli patrols, snipers",2023-11-16_2292.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,16,662,"Israel-Gaza: Indonesian Hospital ‘out of service’, inundated with wounded",2023-11-16_2277.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,16,662,Critics reject Israeli claim al-Shifa Hospital used as Hamas command centre,2023-11-16_2279.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,16,662,Israel orders evacuation in parts of southern Gaza amid fears of escalation,2023-11-16_2280.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,16,662,What has Israel ‘found’ in Gaza’s al-Shifa Hospital?,2023-11-16_2297.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,16,662,‘Terrifying’: Death and despair continue in Gaza as Israeli attacks rage on,2023-11-16_2298.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,16,662,Israel raids Gaza’s al-Shifa Hospital for second day,2023-11-16_2300.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2024,3,7,663,Gaza ceasefire talks end in Cairo with ‘no substantial answer or solution’,2024-03-07_825.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-03-01
2024,2,6,663,Qatar says Hamas response to truce proposal ‘generally positive’,2024-02-06_1164.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-02-01
2024,2,6,663,"Israel’s assault on Gaza, through Mona’s eyes",2024-02-06_1168.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-02-01
2023,12,3,664,Qatar calls for international probe into ‘Israeli crimes’ in Gaza,2023-12-03_1944.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-12-01
2023,12,3,664,What ‘tunnels’ and ‘hostages’ mean in Gaza,2023-12-03_1946.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-12-01
2023,12,3,664,‘Death corridor’: The al-Samounis recall terror of ‘safe passage’ in Gaza,2023-12-03_1949.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-12-01
2023,12,3,664,"From north to south, nowhere safe in Gaza as 700 killed in 24 hours",2023-12-03_1947.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2023,12,3,664,Over 700 killed in last 24 hours as Israel intensifies strikes,2023-12-03_1951.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2023,11,5,664,‘Intense bombings’ by Israeli forces around Gaza hospitals amid blackout,2023-11-05_2556.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,5,664,Gaza’s Shifa hospital transfers maternity ward to al-Helou private hospital,2023-11-05_2564.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,5,664,"Israel bombs al-Maghazi refugee camp, killing dozens, Gaza officials say",2023-11-05_2570.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,10,16,664,Funeral in US for Palestinian-American boy killed in suspected hate crime,2023-10-16_3078.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,16,664,"At least 199 people being held captive by Hamas, Israel says",2023-10-16_3094.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,16,664,"Hamas warns of environmental crisis as 1,000 bodies still under Gaza rubble",2023-10-16_3100.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2022,10,28,664,Israeli forces kill two Palestinians in occupied Nablus,2022-10-28_3897.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2022-10-01
2023,12,7,665,Israel intensifies daily raids on occupied West Bank,2023-12-07_1888.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-12-01
2023,12,7,665,Photos: Death and devastation in Gaza after two months of Israel-Hamas war,2023-12-07_1876.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2023,12,7,665,Humanitarian conditions in Gaza near collapse as Israeli attacks intensify,2023-12-07_1889.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2021,5,16,665,‘Victims of aggression’: Gaza hospital overwhelmed with wounded,2021-05-16_4696.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2021-05-01
2024,1,21,665,Palestinian-American teen one of hundreds killed by Israelis in West Bank,2024-01-21_1330.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2024-01-01
2024,1,21,665,"Remembering a vibrant artist and mother killed in Gaza, Baraa Abu Mohsen",2024-01-21_1324.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2024-01-01
2024,1,21,665,Wounded Palestinians treated on French warship off Egyptian shore,2024-01-21_1321.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2024-01-01
2023,12,9,665,"Two teenagers killed, 15 detained in Israeli raids in occupied West Bank",2023-12-09_1844.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2024,3,29,666,Israeli air raids kill dozens across the Gaza Strip,2024-03-29_218.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2024-03-01
2023,10,30,666,Illinois man pleads not guilty in killing of Palestinian-American boy,2023-10-30_2712.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,30,666,The aftermath of Israeli army’s raid in Jenin in occupied West Bank,2023-10-30_2724.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,30,666,Israeli raids kill five in occupied West Bank,2023-10-30_2725.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,30,666,Israeli military says it freed captured soldier in Gaza ground operations,2023-10-30_2713.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,30,666,‘Never seen such atrocities’: Palestine reporters recount Israel war horror,2023-10-30_2715.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,666,"Bilal went out to harvest his olives, an Israeli settler shot him",2023-10-30_2726.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,666,"‘Our turn to die’: A Gaza blackout, the roar of Israeli jets and screams",2023-10-30_2731.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,666,‘I’ve lost contact’: Surviving Israeli bombs amid communications blackout,2023-10-30_2737.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,666,"At Gaza’s Indonesia Hospital, medics fight to save lives amid Israel raids",2023-10-30_2734.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,30,666,Heavy clashes as Israeli tanks briefly reach Gaza City outskirts,2023-10-30_2732.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,30,666,"Nameless on Earth, known in heaven: Victims of Israeli bombs buried in Gaza",2023-10-30_2735.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,12,8,666,"Playing with friends, shot dead by Israel: A Jenin boy’s final moments",2023-12-08_1866.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-12-01
2023,12,8,666,No end in sight as death toll rises in Gaza and Israel escalates attacks,2023-12-08_1867.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2023,12,18,667,‘Bloodbath’: Israel continues to target Gaza hospitals and civilians,2023-12-18_1699.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-12-01
2023,12,18,667,Israeli attacks continue as calls for a ceasefire in Gaza grow,2023-12-18_1702.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2023,11,13,667,‘Not just a number’: A protest and a funeral in the West Bank,2023-11-13_2359.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,13,667,UNRWA says fuel shortage will shut down aid work in Gaza within 48 hours,2023-11-13_2357.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,667,‘Patients are dying’: What we know about Gaza hospitals under Israeli siege,2023-11-13_2362.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,667,"In a flash, Melissa Joudah lost 60 family members and use of her legs",2023-11-13_2363.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,667,What is a ‘human shield’ and why is Israel using the term in Gaza?,2023-11-13_2367.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,667,"Gaza’s Aqsa hospital warns patients, babies may end up in mass graves soon",2023-11-13_2368.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,667,More death and destruction in Gaza as Israeli attacks continue,2023-11-13_2374.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,667,Indonesian President Joko Widodo heads to US amid Gaza tensions,2023-11-13_2376.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,667,Gaza’s two biggest hospitals cease operations as WHO warns of rising deaths,2023-11-13_2378.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2024,2,17,668,Hamas leader Haniyeh blames Israel for Gaza ceasefire delays,2024-02-17_1051.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2024-02-01
2024,1,13,668,"Blackout in Gaza’s Al-Aqsa Hospital as fuel runs out, babies at high risk",2024-01-13_1412.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2024-01-01
2022,11,2,668,Palestinian killed in occupied West Bank after ‘wounding soldier’,2022-11-02_3893.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2022-11-01
2023,11,13,668,‘Not just a number’: A protest and a funeral in the West Bank,2023-11-13_2359.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,13,668,UNRWA says fuel shortage will shut down aid work in Gaza within 48 hours,2023-11-13_2357.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,668,‘Patients are dying’: What we know about Gaza hospitals under Israeli siege,2023-11-13_2362.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,668,"In a flash, Melissa Joudah lost 60 family members and use of her legs",2023-11-13_2363.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,668,What is a ‘human shield’ and why is Israel using the term in Gaza?,2023-11-13_2367.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,668,"Gaza’s Aqsa hospital warns patients, babies may end up in mass graves soon",2023-11-13_2368.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,668,More death and destruction in Gaza as Israeli attacks continue,2023-11-13_2374.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,668,Indonesian President Joko Widodo heads to US amid Gaza tensions,2023-11-13_2376.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,668,Gaza’s two biggest hospitals cease operations as WHO warns of rising deaths,2023-11-13_2378.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,2,669,Israeli forces kill three Palestinians as West Bank violence soars,2023-11-02_2631.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,2,669,Israel’s army meets fierce resistance ‘at the gates of Gaza City’,2023-11-02_2640.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,2,669,Are Israel’s attacks on Gaza’s hospitals legal?,2023-11-02_2634.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,2,669,Gaza authorities say 15 killed in Israeli strike on Bureij refugee camp,2023-11-02_2635.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,4,669,Protests in Israel target Netanyahu over release of captives,2023-11-04_2573.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,4,669,‘Significant pause’ in Gaza fighting needed to free captives: US official,2023-11-04_2592.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,4,669,A letter to President Biden from a grieving Palestinian,2023-11-04_2578.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,4,669,"‘Want to die with my family’: Gaza workers, patients stuck in West Bank",2023-11-04_2589.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
